CO_POSICAO;SG_AREA;TX_GABARITO;CO_HABILIDADE;NU_PARAM_B;TX_COR;CO_PROVA;NU_PARAM_B_CERTO
55;CN;D;28;147135,00;Branco;252;647,135
55;CN;D;28;147135,00;Branco;237;647,135
102;LC;B;;147276,00;Cinza;249;647,276
108;LC;B;;147276,00;Cinza;269;647,276
128;LC;B;;147276,00;Cinza;265;647,276
105;LC;B;;147276,00;Cinza;267;647,276
128;LC;B;;147276,00;Cinza;257;647,276
128;LC;B;;147276,00;Cinza;289;647,276
105;LC;B;;147276,00;Azul;281;647,276
102;LC;B;;147276,00;Amarelo;279;647,276
108;LC;B;;147276,00;Rosa;282;647,276
128;LC;B;;147276,00;Cinza;280;647,276
8;CH;E;;148248,00;Branco;273;648,248
34;CH;E;;148248,00;Amarelo;272;648,248
37;CH;E;;148248,00;Azul;271;648,248
20;CH;E;;148248,00;Rosa;274;648,248
8;CH;E;;148248,00;Branco;262;648,248
34;CH;E;;148248,00;Branco;260;648,248
37;CH;E;;148248,00;Branco;248;648,248
8;CH;E;;148248,00;Branco;287;648,248
8;CH;E;;148248,00;Branco;255;648,248
20;CH;E;;148248,00;Branco;264;648,248
50;CN;B;7;151824,00;Azul;235;651,824
74;CN;B;7;151824,00;Rosa;238;651,824
84;CN;B;7;151824,00;Branco;237;651,824
88;CN;B;7;151824,00;Amarelo;236;651,824
159;MT;E;;152212,00;Cinza;254;652,212
54;CN;A;11;152381,00;Amarelo;236;652,381
74;CN;A;11;152381,00;Azul;235;652,381
69;CN;A;11;152381,00;Branco;252;652,381
67;CN;A;11;152381,00;Rosa;238;652,381
69;CN;A;11;152381,00;Branco;237;652,381
17;CH;C;;153261,00;Branco;262;653,261
32;CH;C;;153261,00;Branco;260;653,261
28;CH;C;;153261,00;Branco;248;653,261
17;CH;C;;153261,00;Branco;287;653,261
17;CH;C;;153261,00;Branco;255;653,261
36;CH;C;;153261,00;Branco;264;653,261
32;CH;C;;153261,00;Amarelo;272;653,261
28;CH;C;;153261,00;Azul;271;653,261
36;CH;C;;153261,00;Rosa;274;653,261
17;CH;C;;153261,00;Branco;273;653,261
4;CH;C;28;154535,00;Amarelo;232;654,535
10;CH;C;28;154535,00;Branco;233;654,535
10;CH;C;28;154535,00;Branco;251;654,535
45;CH;C;28;154535,00;Rosa;234;654,535
41;CH;C;28;154535,00;Azul;231;654,535
86;CN;D;;156282,00;Branco;277;656,282
89;CN;D;;156282,00;Rosa;278;656,282
47;CN;D;;156282,00;Amarelo;276;656,282
50;CN;D;;156282,00;Azul;275;656,282
50;CN;D;;156282,00;Branco;247;656,282
89;CN;D;;156282,00;Branco;263;656,282
86;CN;D;;156282,00;Branco;261;656,282
86;CN;D;;156282,00;Branco;256;656,282
47;CN;D;;156282,00;Branco;259;656,282
86;CN;D;;156282,00;Branco;288;656,282
72;CN;A;;156301,00;Branco;288;656,301
65;CN;A;;156301,00;Branco;259;656,301
67;CN;A;;156301,00;Branco;247;656,301
54;CN;A;;156301,00;Branco;263;656,301
72;CN;A;;156301,00;Branco;261;656,301
72;CN;A;;156301,00;Branco;256;656,301
65;CN;A;;156301,00;Amarelo;276;656,301
54;CN;A;;156301,00;Rosa;278;656,301
72;CN;A;;156301,00;Branco;277;656,301
67;CN;A;;156301,00;Azul;275;656,301
154;MT;C;9;156733,00;Rosa;246;656,733
153;MT;C;9;156733,00;Azul;245;656,733
158;MT;C;9;156733,00;Cinza;244;656,733
164;MT;C;9;156733,00;Amarelo;243;656,733
40;CH;E;9;156767,00;Branco;233;656,767
7;CH;E;9;156767,00;Azul;231;656,767
3;CH;E;9;156767,00;Rosa;234;656,767
44;CH;E;9;156767,00;Amarelo;232;656,767
40;CH;E;9;156767,00;Branco;251;656,767
133;LC;C;;156887,00;Rosa;282;656,887
96;LC;C;;156887,00;Azul;281;656,887
130;LC;C;;156887,00;Cinza;280;656,887
99;LC;C;;156887,00;Amarelo;279;656,887
133;LC;C;;156887,00;Cinza;269;656,887
96;LC;C;;156887,00;Cinza;267;656,887
130;LC;C;;156887,00;Cinza;265;656,887
99;LC;C;;156887,00;Cinza;249;656,887
130;LC;C;;156887,00;Cinza;289;656,887
130;LC;C;;156887,00;Cinza;257;656,887
24;CH;D;;157142,00;Branco;248;657,142
33;CH;D;;157142,00;Branco;262;657,142
14;CH;D;;157142,00;Branco;260;657,142
33;CH;D;;157142,00;Branco;287;657,142
33;CH;D;;157142,00;Branco;255;657,142
18;CH;D;;157142,00;Branco;264;657,142
24;CH;D;;157142,00;Azul;271;657,142
33;CH;D;;157142,00;Branco;273;657,142
14;CH;D;;157142,00;Amarelo;272;657,142
18;CH;D;;157142,00;Rosa;274;657,142
168;MT;B;;157441,00;Cinza;266;657,441
143;MT;B;;157441,00;Cinza;268;657,441
168;MT;B;;157441,00;Cinza;290;657,441
151;MT;B;;157441,00;Amarelo;283;657,441
151;MT;B;;157441,00;Cinza;250;657,441
168;MT;B;;157441,00;Cinza;258;657,441
149;MT;B;;157441,00;Rosa;286;657,441
149;MT;B;;157441,00;Cinza;270;657,441
168;MT;B;;157441,00;Cinza;284;657,441
143;MT;B;;157441,00;Azul;285;657,441
71;CN;C;8;158166,00;Amarelo;236;658,166
80;CN;C;8;158166,00;Branco;252;658,166
57;CN;C;8;158166,00;Azul;235;658,166
64;CN;C;8;158166,00;Rosa;238;658,166
80;CN;C;8;158166,00;Branco;237;658,166
170;MT;E;;159217,00;Amarelo;283;659,217
149;MT;E;;159217,00;Cinza;266;659,217
170;MT;E;;159217,00;Cinza;250;659,217
163;MT;E;;159217,00;Azul;285;659,217
149;MT;E;;159217,00;Cinza;284;659,217
149;MT;E;;159217,00;Cinza;290;659,217
162;MT;E;;159217,00;Rosa;286;659,217
149;MT;E;;159217,00;Cinza;258;659,217
162;MT;E;;159217,00;Cinza;270;659,217
163;MT;E;;159217,00;Cinza;268;659,217
12;CH;B;14;160742,00;Amarelo;232;660,742
20;CH;B;14;160742,00;Branco;233;660,742
20;CH;B;14;160742,00;Branco;251;660,742
37;CH;B;14;160742,00;Rosa;234;660,742
35;CH;B;14;160742,00;Azul;231;660,742
52;CN;B;1;161185,00;Branco;252;661,185
8;CH;B;;161528,00;Azul;271;661,528
10;CH;B;;161528,00;Amarelo;272;661,528
12;CH;B;;161528,00;Rosa;274;661,528
39;CH;B;;161528,00;Branco;273;661,528
39;CH;B;;161528,00;Branco;262;661,528
36;CH;B;;161528,00;Branco;287;661,528
10;CH;B;;161528,00;Branco;260;661,528
8;CH;B;;161528,00;Branco;248;661,528
39;CH;B;;161528,00;Branco;255;661,528
12;CH;B;;161528,00;Branco;264;661,528
68;CN;A;10;161903,00;Amarelo;236;661,903
80;CN;A;10;161903,00;Azul;235;661,903
59;CN;A;10;161903,00;Branco;252;661,903
83;CN;A;10;161903,00;Rosa;238;661,903
59;CN;A;10;161903,00;Branco;237;661,903
70;CN;E;16;162993,00;Amarelo;236;662,993
79;CN;E;16;162993,00;Branco;252;662,993
56;CN;E;16;162993,00;Azul;235;662,993
63;CN;E;16;162993,00;Rosa;238;662,993
79;CN;E;16;162993,00;Branco;237;662,993
40;CH;B;;163073,00;Branco;262;663,073
41;CH;B;;163073,00;Branco;287;663,073
4;CH;B;;163073,00;Branco;260;663,073
1;CH;B;;163073,00;Branco;248;663,073
40;CH;B;;163073,00;Branco;255;663,073
43;CH;B;;163073,00;Branco;264;663,073
4;CH;B;;163073,00;Amarelo;272;663,073
1;CH;B;;163073,00;Azul;271;663,073
43;CH;B;;163073,00;Rosa;274;663,073
40;CH;B;;163073,00;Branco;273;663,073
86;CN;A;18;164071,00;Branco;237;664,071
52;CN;A;18;164071,00;Azul;235;664,071
86;CN;A;18;164071,00;Branco;252;664,071
90;CN;A;18;164071,00;Amarelo;236;664,071
76;CN;A;18;164071,00;Rosa;238;664,071
108;LC;A;14;164184,00;Azul;241;664,184
119;LC;A;14;164184,00;Cinza;240;664,184
114;LC;A;14;164184,00;Amarelo;239;664,184
126;LC;A;14;164184,00;Rosa;242;664,184
81;CN;E;15;164836,00;Amarelo;236;664,836
69;CN;E;15;164836,00;Azul;235;664,836
64;CN;E;15;164836,00;Branco;237;664,836
50;CN;E;15;164836,00;Rosa;238;664,836
136;MT;C;;165427,00;Cinza;290;665,427
136;MT;C;;165427,00;Cinza;258;665,427
16;CH;D;;165804,00;Branco;262;665,804
31;CH;D;;165804,00;Branco;260;665,804
27;CH;D;;165804,00;Branco;248;665,804
16;CH;D;;165804,00;Branco;287;665,804
16;CH;D;;165804,00;Branco;255;665,804
35;CH;D;;165804,00;Branco;264;665,804
31;CH;D;;165804,00;Amarelo;272;665,804
27;CH;D;;165804,00;Azul;271;665,804
35;CH;D;;165804,00;Rosa;274;665,804
16;CH;D;;165804,00;Branco;273;665,804
55;CN;B;1;165967,00;Amarelo;236;665,967
75;CN;B;1;165967,00;Azul;235;665,967
70;CN;B;1;165967,00;Branco;252;665,967
68;CN;B;1;165967,00;Rosa;238;665,967
70;CN;B;1;165967,00;Branco;237;665,967
120;LC;B;;167147,00;Cinza;267;667,147
104;LC;B;;167147,00;Cinza;269;667,147
115;LC;B;;167147,00;Cinza;265;667,147
108;LC;B;;167147,00;Cinza;249;667,147
115;LC;B;;167147,00;Cinza;289;667,147
115;LC;B;;167147,00;Cinza;257;667,147
104;LC;B;;167147,00;Rosa;282;667,147
108;LC;B;;167147,00;Amarelo;279;667,147
115;LC;B;;167147,00;Cinza;280;667,147
120;LC;B;;167147,00;Azul;281;667,147
50;CN;C;3;167291,00;Branco;252;667,291
142;MT;A;;168348,00;Cinza;268;668,348
167;MT;A;;168348,00;Cinza;266;668,348
150;MT;A;;168348,00;Cinza;250;668,348
148;MT;A;;168348,00;Cinza;270;668,348
142;MT;A;;168348,00;Azul;285;668,348
150;MT;A;;168348,00;Amarelo;283;668,348
167;MT;A;;168348,00;Cinza;290;668,348
167;MT;A;;168348,00;Cinza;284;668,348
167;MT;A;;168348,00;Cinza;258;668,348
148;MT;A;;168348,00;Rosa;286;668,348
152;MT;A;13;168438,00;Cinza;254;668,438
161;MT;A;13;168438,00;Amarelo;243;668,438
168;MT;A;13;168438,00;Rosa;246;668,438
152;MT;A;13;168438,00;Cinza;244;668,438
144;MT;A;13;168438,00;Azul;245;668,438
163;MT;D;;168855,00;Rosa;286;668,855
150;MT;D;;168855,00;Cinza;284;668,855
171;MT;D;;168855,00;Amarelo;283;668,855
171;MT;D;;168855,00;Cinza;250;668,855
164;MT;D;;168855,00;Azul;285;668,855
163;MT;D;;168855,00;Cinza;270;668,855
150;MT;D;;168855,00;Cinza;290;668,855
164;MT;D;;168855,00;Cinza;268;668,855
150;MT;D;;168855,00;Cinza;258;668,855
150;MT;D;;168855,00;Cinza;266;668,855
52;CN;B;;170151,00;Azul;275;670,151
63;CN;B;;170151,00;Rosa;278;670,151
56;CN;B;;170151,00;Amarelo;276;670,151
82;CN;B;;170151,00;Branco;277;670,151
82;CN;B;;170151,00;Branco;288;670,151
56;CN;B;;170151,00;Branco;259;670,151
63;CN;B;;170151,00;Branco;263;670,151
82;CN;B;;170151,00;Branco;261;670,151
82;CN;B;;170151,00;Branco;256;670,151
52;CN;B;;170151,00;Branco;247;670,151
131;LC;E;;170454,00;Amarelo;279;670,454
134;LC;E;;170454,00;Azul;281;670,454
101;LC;E;;170454,00;Cinza;280;670,454
98;LC;E;;170454,00;Rosa;282;670,454
134;LC;E;;170454,00;Cinza;267;670,454
131;LC;E;;170454,00;Cinza;249;670,454
101;LC;E;;170454,00;Cinza;289;670,454
101;LC;E;;170454,00;Cinza;257;670,454
101;LC;E;;170454,00;Cinza;265;670,454
98;LC;E;;170454,00;Cinza;269;670,454
134;LC;D;;170459,00;Rosa;282;670,459
97;LC;D;;170459,00;Azul;281;670,459
131;LC;D;;170459,00;Cinza;280;670,459
100;LC;D;;170459,00;Amarelo;279;670,459
134;LC;D;;170459,00;Cinza;269;670,459
97;LC;D;;170459,00;Cinza;267;670,459
131;LC;D;;170459,00;Cinza;265;670,459
100;LC;D;;170459,00;Cinza;249;670,459
141;MT;E;10;170467,00;Cinza;254;670,467
157;MT;E;10;170467,00;Rosa;246;670,467
178;MT;E;10;170467,00;Azul;245;670,467
141;MT;E;10;170467,00;Cinza;244;670,467
174;MT;E;10;170467,00;Amarelo;243;670,467
151;MT;D;27;172592,00;Cinza;254;672,592
167;MT;D;27;172592,00;Rosa;246;672,592
143;MT;D;27;172592,00;Azul;245;672,592
151;MT;D;27;172592,00;Cinza;244;672,592
160;MT;D;27;172592,00;Amarelo;243;672,592
64;CN;E;15;173753,00;Branco;252;673,753
80;CN;D;;174175,00;Amarelo;276;674,175
67;CN;D;;174175,00;Branco;277;674,175
59;CN;D;;174175,00;Rosa;278;674,175
63;CN;D;;174175,00;Azul;275;674,175
59;CN;D;;174175,00;Branco;263;674,175
67;CN;D;;174175,00;Branco;261;674,175
63;CN;D;;174175,00;Branco;247;674,175
80;CN;D;;174175,00;Branco;259;674,175
67;CN;D;;174175,00;Branco;256;674,175
67;CN;D;;174175,00;Branco;288;674,175
31;CH;B;2;174819,00;Rosa;234;674,819
11;CH;B;2;174819,00;Branco;233;674,819
11;CH;B;2;174819,00;Branco;251;674,819
36;CH;B;2;174819,00;Azul;231;674,819
21;CH;B;2;174819,00;Amarelo;232;674,819
30;CH;B;26;175392,00;Azul;231;675,392
15;CH;B;26;175392,00;Branco;233;675,392
15;CH;B;26;175392,00;Branco;251;675,392
19;CH;B;26;175392,00;Rosa;234;675,392
25;CH;B;26;175392,00;Amarelo;232;675,392
172;MT;B;;176929,00;Cinza;268;676,929
161;MT;B;;176929,00;Amarelo;283;676,929
161;MT;B;;176929,00;Cinza;250;676,929
172;MT;B;;176929,00;Azul;285;676,929
166;MT;B;;176929,00;Cinza;266;676,929
166;MT;B;;176929,00;Cinza;258;676,929
166;MT;B;;176929,00;Cinza;290;676,929
160;MT;B;;176929,00;Rosa;286;676,929
160;MT;B;;176929,00;Cinza;270;676,929
166;MT;B;;176929,00;Cinza;284;676,929
10;CH;A;17;177395,00;Amarelo;232;677,395
35;CH;A;17;177395,00;Rosa;234;677,395
18;CH;A;17;177395,00;Branco;251;677,395
18;CH;A;17;177395,00;Branco;233;677,395
33;CH;A;17;177395,00;Azul;231;677,395
165;MT;D;;178854,00;Cinza;266;678,854
171;MT;D;;178854,00;Azul;285;678,854
160;MT;D;;178854,00;Cinza;250;678,854
165;MT;D;;178854,00;Cinza;290;678,854
160;MT;D;;178854,00;Amarelo;283;678,854
165;MT;D;;178854,00;Cinza;258;678,854
159;MT;D;;178854,00;Rosa;286;678,854
165;MT;D;;178854,00;Cinza;284;678,854
159;MT;D;;178854,00;Cinza;270;678,854
171;MT;D;;178854,00;Cinza;268;678,854
47;CN;A;26;179525,00;Branco;252;679,525
70;CN;C;;179646,00;Branco;288;679,646
52;CN;C;;179646,00;Branco;263;679,646
70;CN;C;;179646,00;Branco;261;679,646
63;CN;C;;179646,00;Branco;259;679,646
70;CN;C;;179646,00;Branco;256;679,646
65;CN;C;;179646,00;Branco;247;679,646
63;CN;C;;179646,00;Amarelo;276;679,646
70;CN;C;;179646,00;Branco;277;679,646
52;CN;C;;179646,00;Rosa;278;679,646
65;CN;C;;179646,00;Azul;275;679,646
155;MT;B;;179712,00;Azul;285;679,712
152;MT;B;;179712,00;Cinza;284;679,712
152;MT;B;;179712,00;Cinza;258;679,712
162;MT;B;;179712,00;Amarelo;283;679,712
152;MT;B;;179712,00;Cinza;290;679,712
168;MT;B;;179712,00;Rosa;286;679,712
168;MT;B;;179712,00;Cinza;270;679,712
162;MT;B;;179712,00;Cinza;250;679,712
152;MT;B;;179712,00;Cinza;266;679,712
155;MT;B;;179712,00;Cinza;268;679,712
164;MT;A;8;180813,00;Cinza;254;680,813
162;MT;A;8;180813,00;Rosa;246;680,813
155;MT;A;8;180813,00;Azul;245;680,813
164;MT;A;8;180813,00;Cinza;244;680,813
151;MT;A;8;180813,00;Amarelo;243;680,813
135;LC;B;;180908,00;Amarelo;279;680,908
102;LC;B;;180908,00;Rosa;282;680,908
131;LC;B;;180908,00;Azul;281;680,908
98;LC;B;;180908,00;Cinza;280;680,908
131;LC;B;;180908,00;Cinza;267;680,908
98;LC;B;;180908,00;Cinza;265;680,908
135;LC;B;;180908,00;Cinza;249;680,908
102;LC;B;;180908,00;Cinza;269;680,908
98;LC;B;;180908,00;Cinza;257;680,908
98;LC;B;;180908,00;Cinza;289;680,908
50;CN;D;;181809,00;Branco;277;681,809
46;CN;D;;181809,00;Rosa;278;681,809
85;CN;D;;181809,00;Azul;275;681,809
89;CN;D;;181809,00;Amarelo;276;681,809
50;CN;D;;181809,00;Branco;288;681,809
85;CN;D;;181809,00;Branco;247;681,809
46;CN;D;;181809,00;Branco;263;681,809
50;CN;D;;181809,00;Branco;261;681,809
89;CN;D;;181809,00;Branco;259;681,809
50;CN;D;;181809,00;Branco;256;681,809
75;CN;B;;182323,00;Amarelo;276;682,323
75;CN;B;;182323,00;Rosa;278;682,323
54;CN;B;;182323,00;Branco;277;682,323
83;CN;B;;182323,00;Azul;275;682,323
54;CN;B;;182323,00;Branco;288;682,323
54;CN;B;;182323,00;Branco;261;682,323
75;CN;B;;182323,00;Branco;263;682,323
75;CN;B;;182323,00;Branco;259;682,323
83;CN;B;;182323,00;Branco;247;682,323
54;CN;B;;182323,00;Branco;256;682,323
69;CN;B;;182358,00;Rosa;278;682,358
81;CN;B;;182358,00;Branco;277;682,358
55;CN;B;;182358,00;Amarelo;276;682,358
58;CN;B;;182358,00;Azul;275;682,358
58;CN;B;;182358,00;Branco;247;682,358
69;CN;B;;182358,00;Branco;263;682,358
81;CN;B;;182358,00;Branco;261;682,358
55;CN;B;;182358,00;Branco;259;682,358
81;CN;B;;182358,00;Branco;256;682,358
78;CN;C;;182821,00;Rosa;278;682,821
62;CN;C;;182821,00;Branco;277;682,821
71;CN;C;;182821,00;Amarelo;276;682,821
72;CN;C;;182821,00;Azul;275;682,821
62;CN;C;;182821,00;Branco;288;682,821
78;CN;C;;182821,00;Branco;263;682,821
62;CN;C;;182821,00;Branco;261;682,821
71;CN;C;;182821,00;Branco;259;682,821
62;CN;C;;182821,00;Branco;256;682,821
72;CN;C;;182821,00;Branco;247;682,821
58;CN;E;;186626,00;Branco;288;686,626
80;CN;E;;186626,00;Branco;263;686,626
58;CN;E;;186626,00;Branco;261;686,626
67;CN;E;;186626,00;Branco;259;686,626
58;CN;E;;186626,00;Branco;256;686,626
74;CN;E;;186626,00;Branco;247;686,626
80;CN;E;;186626,00;Rosa;278;686,626
58;CN;E;;186626,00;Branco;277;686,626
67;CN;E;;186626,00;Amarelo;276;686,626
74;CN;E;;186626,00;Azul;275;686,626
15;CH;C;;190625,00;Branco;262;690,625
34;CH;C;;190625,00;Branco;264;690,625
26;CH;C;;190625,00;Branco;248;690,625
15;CH;C;;190625,00;Branco;255;690,625
15;CH;C;;190625,00;Branco;287;690,625
30;CH;C;;190625,00;Branco;260;690,625
15;CH;C;;190625,00;Branco;273;690,625
30;CH;C;;190625,00;Amarelo;272;690,625
34;CH;C;;190625,00;Rosa;274;690,625
26;CH;C;;190625,00;Azul;271;690,625
134;LC;C;18;191227,00;Azul;241;691,227
132;LC;C;18;191227,00;Cinza;240;691,227
132;LC;C;18;191227,00;Cinza;253;691,227
103;LC;C;18;191227,00;Amarelo;239;691,227
123;LC;C;18;191227,00;Rosa;242;691,227
154;MT;C;14;193082,00;Cinza;254;693,082
170;MT;C;14;193082,00;Rosa;246;693,082
146;MT;C;14;193082,00;Azul;245;693,082
154;MT;C;14;193082,00;Cinza;244;693,082
163;MT;C;14;193082,00;Amarelo;243;693,082
75;CN;C;2;195236,00;Amarelo;236;695,236
88;CN;C;2;195236,00;Azul;235;695,236
50;CN;C;2;195236,00;Branco;237;695,236
48;CN;C;2;195236,00;Rosa;238;695,236
111;LC;A;;196733,00;Cinza;280;696,733
127;LC;A;;196733,00;Rosa;282;696,733
102;LC;A;;196733,00;Azul;281;696,733
118;LC;A;;196733,00;Amarelo;279;696,733
111;LC;A;;196733,00;Cinza;289;696,733
102;LC;A;;196733,00;Cinza;267;696,733
111;LC;A;;196733,00;Cinza;265;696,733
111;LC;A;;196733,00;Cinza;257;696,733
118;LC;A;;196733,00;Cinza;249;696,733
127;LC;A;;196733,00;Cinza;269;696,733
79;CN;C;;200402,00;Branco;288;700,402
56;CN;C;;200402,00;Branco;247;700,402
67;CN;C;;200402,00;Branco;263;700,402
79;CN;C;;200402,00;Branco;256;700,402
79;CN;C;;200402,00;Branco;261;700,402
53;CN;C;;200402,00;Branco;259;700,402
67;CN;C;;200402,00;Rosa;278;700,402
79;CN;C;;200402,00;Branco;277;700,402
56;CN;C;;200402,00;Azul;275;700,402
53;CN;C;;200402,00;Amarelo;276;700,402
164;MT;A;;200964,00;Cinza;266;700,964
170;MT;A;;200964,00;Azul;285;700,964
159;MT;A;;200964,00;Cinza;250;700,964
164;MT;A;;200964,00;Cinza;290;700,964
159;MT;A;;200964,00;Amarelo;283;700,964
164;MT;A;;200964,00;Cinza;258;700,964
158;MT;A;;200964,00;Rosa;286;700,964
164;MT;A;;200964,00;Cinza;284;700,964
158;MT;A;;200964,00;Cinza;270;700,964
170;MT;A;;200964,00;Cinza;268;700,964
160;MT;C;7;201086,00;Cinza;254;701,086
140;MT;C;7;201086,00;Rosa;246;701,086
149;MT;C;7;201086,00;Azul;245;701,086
160;MT;C;7;201086,00;Cinza;244;701,086
156;MT;C;7;201086,00;Amarelo;243;701,086
29;CH;C;;201252,00;Rosa;274;701,252
29;CH;C;;201252,00;Azul;271;701,252
25;CH;C;;201252,00;Amarelo;272;701,252
18;CH;C;;201252,00;Branco;273;701,252
18;CH;C;;201252,00;Branco;262;701,252
25;CH;C;;201252,00;Branco;260;701,252
29;CH;C;;201252,00;Branco;248;701,252
18;CH;C;;201252,00;Branco;287;701,252
29;CH;C;;201252,00;Branco;264;701,252
18;CH;C;;201252,00;Branco;255;701,252
138;MT;C;14;201353,00;Cinza;254;701,353
152;MT;C;14;201353,00;Rosa;246;701,353
141;MT;C;14;201353,00;Azul;245;701,353
138;MT;C;14;201353,00;Cinza;244;701,353
179;MT;C;14;201353,00;Amarelo;243;701,353
157;MT;B;;2,02;Cinza;270;702
163;MT;B;;2,02;Cinza;266;702
163;MT;B;;2,02;Cinza;258;702
163;MT;B;;2,02;Cinza;290;702
158;MT;B;;2,02;Cinza;250;702
157;MT;B;;2,02;Rosa;286;702
169;MT;B;;2,02;Azul;285;702
158;MT;B;;2,02;Amarelo;283;702
169;MT;B;;2,02;Cinza;268;702
163;MT;B;;2,02;Cinza;284;702
37;CH;A;2;202381,00;Branco;233;702,381
37;CH;A;2;202381,00;Branco;251;702,381
10;CH;A;2;202381,00;Azul;231;702,381
33;CH;A;2;202381,00;Amarelo;232;702,381
16;CH;A;2;202381,00;Rosa;234;702,381
56;CN;C;26;202938,00;Branco;252;702,938
80;CN;C;26;202938,00;Rosa;238;702,938
56;CN;C;26;202938,00;Branco;237;702,938
77;CN;C;26;202938,00;Azul;235;702,938
65;CN;C;26;202938,00;Amarelo;236;702,938
157;MT;C;25;204178,00;Cinza;254;704,178
173;MT;C;25;204178,00;Rosa;246;704,178
157;MT;C;25;204178,00;Cinza;244;704,178
150;MT;C;25;204178,00;Amarelo;243;704,178
169;MT;C;25;204178,00;Azul;245;704,178
119;LC;D;17;205085,00;Cinza;253;705,085
56;CN;C;25;206056,00;Amarelo;236;706,056
76;CN;C;25;206056,00;Azul;235;706,056
71;CN;C;25;206056,00;Branco;252;706,056
69;CN;C;25;206056,00;Rosa;238;706,056
71;CN;C;25;206056,00;Branco;237;706,056
154;MT;E;;206917,00;Cinza;284;706,917
164;MT;E;;206917,00;Cinza;250;706,917
164;MT;E;;206917,00;Amarelo;283;706,917
157;MT;E;;206917,00;Cinza;268;706,917
157;MT;E;;206917,00;Azul;285;706,917
154;MT;E;;206917,00;Cinza;258;706,917
154;MT;E;;206917,00;Cinza;290;706,917
170;MT;E;;206917,00;Rosa;286;706,917
154;MT;E;;206917,00;Cinza;266;706,917
170;MT;E;;206917,00;Cinza;270;706,917
171;MT;E;7;209956,00;Rosa;246;709,956
167;MT;E;7;209956,00;Azul;245;709,956
155;MT;E;7;209956,00;Cinza;244;709,956
148;MT;E;7;209956,00;Amarelo;243;709,956
155;MT;D;;210417,00;Cinza;266;710,417
155;MT;D;;210417,00;Cinza;284;710,417
165;MT;D;;210417,00;Cinza;250;710,417
158;MT;D;;210417,00;Azul;285;710,417
165;MT;D;;210417,00;Amarelo;283;710,417
171;MT;D;;210417,00;Rosa;286;710,417
171;MT;D;;210417,00;Cinza;270;710,417
158;MT;D;;210417,00;Cinza;268;710,417
60;CN;A;24;211423,00;Azul;235;711,423
76;CN;A;24;211423,00;Branco;237;711,423
76;CN;A;24;211423,00;Branco;252;711,423
86;CN;A;24;211423,00;Amarelo;236;711,423
57;CN;A;24;211423,00;Rosa;238;711,423
77;CN;A;;211971,00;Branco;256;711,971
77;CN;A;;211971,00;Branco;288;711,971
61;CN;A;;211971,00;Branco;263;711,971
61;CN;A;;211971,00;Branco;259;711,971
77;CN;A;;211971,00;Branco;261;711,971
70;CN;A;;211971,00;Branco;247;711,971
61;CN;A;;211971,00;Amarelo;276;711,971
77;CN;A;;211971,00;Branco;277;711,971
61;CN;A;;211971,00;Rosa;278;711,971
70;CN;A;;211971,00;Azul;275;711,971
31;CH;A;1;213138,00;Branco;233;713,138
31;CH;A;1;213138,00;Branco;251;713,138
37;CH;A;1;213138,00;Amarelo;232;713,138
12;CH;A;1;213138,00;Rosa;234;713,138
16;CH;A;1;213138,00;Azul;231;713,138
146;MT;C;;213379,00;Cinza;268;713,379
171;MT;C;;213379,00;Cinza;266;713,379
142;MT;C;;213379,00;Cinza;250;713,379
142;MT;C;;213379,00;Amarelo;283;713,379
146;MT;C;;213379,00;Azul;285;713,379
171;MT;C;;213379,00;Cinza;290;713,379
171;MT;C;;213379,00;Cinza;258;713,379
171;MT;C;;213379,00;Cinza;284;713,379
152;MT;C;;213379,00;Rosa;286;713,379
152;MT;C;;213379,00;Cinza;270;713,379
20;CH;C;15;215381,00;Azul;231;715,381
13;CH;C;15;215381,00;Amarelo;232;715,381
33;CH;C;15;215381,00;Branco;251;715,381
33;CH;C;15;215381,00;Branco;233;715,381
28;CH;C;15;215381,00;Rosa;234;715,381
110;LC;D;13;215466,00;Azul;241;715,466
121;LC;D;13;215466,00;Cinza;240;715,466
121;LC;D;13;215466,00;Cinza;253;715,466
116;LC;D;13;215466,00;Amarelo;239;715,466
107;LC;D;13;215466,00;Rosa;242;715,466
161;MT;D;;217129,00;Cinza;290;717,129
152;MT;D;;217129,00;Azul;285;717,129
161;MT;D;;217129,00;Cinza;258;717,129
161;MT;D;;217129,00;Cinza;266;717,129
156;MT;D;;217129,00;Cinza;250;717,129
156;MT;D;;217129,00;Amarelo;283;717,129
146;MT;D;;217129,00;Rosa;286;717,129
152;MT;D;;217129,00;Cinza;268;717,129
161;MT;D;;217129,00;Cinza;284;717,129
146;MT;D;;217129,00;Cinza;270;717,129
153;MT;C;4;217499,00;Cinza;254;717,499
169;MT;C;4;217499,00;Rosa;246;717,499
145;MT;C;4;217499,00;Azul;245;717,499
153;MT;C;4;217499,00;Cinza;244;717,499
162;MT;C;4;217499,00;Amarelo;243;717,499
88;CN;C;;222439,00;Branco;263;722,439
85;CN;C;;222439,00;Branco;261;722,439
85;CN;C;;222439,00;Branco;256;722,439
46;CN;C;;222439,00;Branco;259;722,439
49;CN;C;;222439,00;Branco;247;722,439
85;CN;C;;222439,00;Branco;288;722,439
85;CN;C;;222439,00;Branco;277;722,439
88;CN;C;;222439,00;Rosa;278;722,439
