CO_POSICAO;SG_AREA;TX_GABARITO;CO_HABILIDADE;NU_PARAM_B;TX_COR;CO_PROVA;NU_PARAM_B_CERTO
173;MT;C;;-101603,00;Azul;285;398,397
136;MT;C;;-101603,00;Cinza;266;398,397
178;MT;C;;-101603,00;Cinza;250;398,397
136;MT;C;;-101603,00;Cinza;284;398,397
178;MT;C;;-101603,00;Amarelo;283;398,397
141;MT;C;;-101603,00;Rosa;286;398,397
141;MT;C;;-101603,00;Cinza;270;398,397
173;MT;C;;-101603,00;Cinza;268;398,397
1;CH;E;;-0,97;Amarelo;272;402,877
4;CH;E;;-0,97;Azul;271;402,877
40;CH;E;;-0,97;Rosa;274;402,877
43;CH;E;;-0,97;Branco;273;402,877
43;CH;E;;-0,97;Branco;262;402,877
43;CH;E;;-0,97;Branco;287;402,877
40;CH;E;;-0,97;Branco;264;402,877
1;CH;E;;-0,97;Branco;260;402,877
4;CH;E;;-0,97;Branco;248;402,877
43;CH;E;;-0,97;Branco;255;402,877
138;MT;D;;-0,86;Amarelo;283;413,683
141;MT;D;;-0,86;Cinza;268;413,683
180;MT;D;;-0,86;Cinza;266;413,683
138;MT;D;;-0,86;Cinza;250;413,683
141;MT;D;;-0,86;Azul;285;413,683
180;MT;D;;-0,86;Cinza;290;413,683
177;MT;D;;-0,86;Rosa;286;413,683
180;MT;D;;-0,86;Cinza;284;413,683
180;MT;D;;-0,86;Cinza;258;413,683
177;MT;D;;-0,86;Cinza;270;413,683
102;LC;B;19;-0,55;Azul;241;444,673
134;LC;B;19;-0,55;Cinza;240;444,673
134;LC;B;19;-0,55;Cinza;253;444,673
99;LC;B;19;-0,55;Amarelo;239;444,673
131;LC;B;19;-0,55;Rosa;242;444,673
124;LC;C;10;-0,50;Azul;241;450,185
107;LC;C;10;-0,50;Cinza;240;450,185
107;LC;C;10;-0,50;Cinza;253;450,185
128;LC;C;10;-0,50;Amarelo;239;450,185
116;LC;C;10;-0,50;Rosa;242;450,185
97;LC;B;9;-0,44;Azul;241;455,842
96;LC;B;9;-0,44;Cinza;240;455,842
96;LC;B;9;-0,44;Cinza;253;455,842
96;LC;B;9;-0,44;Amarelo;239;455,842
96;LC;B;9;-0,44;Rosa;242;455,842
120;LC;E;;-0,43;Rosa;282;457,369
124;LC;E;;-0,43;Azul;281;457,369
106;LC;E;;-0,43;Cinza;280;457,369
128;LC;E;;-0,43;Amarelo;279;457,369
120;LC;E;;-0,43;Cinza;269;457,369
124;LC;E;;-0,43;Cinza;267;457,369
106;LC;E;;-0,43;Cinza;265;457,369
128;LC;E;;-0,43;Cinza;249;457,369
106;LC;E;;-0,43;Cinza;257;457,369
106;LC;E;;-0,43;Cinza;289;457,369
137;MT;B;26;-0,42;Cinza;254;457,701
151;MT;B;26;-0,42;Rosa;246;457,701
140;MT;B;26;-0,42;Azul;245;457,701
137;MT;B;26;-0,42;Cinza;244;457,701
178;MT;B;26;-0,42;Amarelo;243;457,701
180;MT;B;15;-0,40;Cinza;254;460,043
149;MT;B;15;-0,40;Rosa;246;460,043
176;MT;B;15;-0,40;Azul;245;460,043
180;MT;B;15;-0,40;Cinza;244;460,043
138;MT;B;15;-0,40;Amarelo;243;460,043
66;CN;E;3;-0,34;Amarelo;236;465,773
78;CN;E;3;-0,34;Azul;235;465,773
81;CN;E;3;-0,34;Rosa;238;465,773
57;CN;E;3;-0,34;Branco;252;465,773
57;CN;E;3;-0,34;Branco;237;465,773
100;LC;C;;-0,34;Cinza;269;465,969
129;LC;C;;-0,34;Cinza;267;465,969
96;LC;C;;-0,34;Cinza;289;465,969
96;LC;C;;-0,34;Cinza;265;465,969
133;LC;C;;-0,34;Cinza;249;465,969
96;LC;C;;-0,34;Cinza;257;465,969
96;LC;C;;-0,34;Cinza;280;465,969
129;LC;C;;-0,34;Azul;281;465,969
100;LC;C;;-0,34;Rosa;282;465,969
133;LC;C;;-0,34;Amarelo;279;465,969
103;LC;E;3;-0,26;Azul;241;473,753
135;LC;E;3;-0,26;Cinza;240;473,753
135;LC;E;3;-0,26;Cinza;253;473,753
100;LC;E;3;-0,26;Amarelo;239;473,753
132;LC;E;3;-0,26;Rosa;242;473,753
139;MT;C;28;-0,24;Cinza;244;476,147
180;MT;C;28;-0,24;Amarelo;243;476,147
139;MT;C;28;-0,24;Cinza;254;476,147
142;MT;C;28;-0,24;Azul;245;476,147
153;MT;C;28;-0,24;Rosa;246;476,147
98;LC;E;4;-0,20;Amarelo;239;480,041
96;LC;E;4;-0,20;Azul;241;480,041
97;LC;E;4;-0,20;Cinza;253;480,041
97;LC;E;4;-0,20;Cinza;240;480,041
98;LC;E;4;-0,20;Rosa;242;480,041
118;LC;C;;-0,18;Rosa;282;481,828
104;LC;C;;-0,18;Cinza;280;481,828
122;LC;C;;-0,18;Azul;281;481,828
126;LC;C;;-0,18;Amarelo;279;481,828
118;LC;C;;-0,18;Cinza;269;481,828
122;LC;C;;-0,18;Cinza;267;481,828
104;LC;C;;-0,18;Cinza;265;481,828
126;LC;C;;-0,18;Cinza;249;481,828
104;LC;C;;-0,18;Cinza;257;481,828
104;LC;C;;-0,18;Cinza;289;481,828
114;LC;D;30;-0,13;Azul;241;487,326
128;LC;D;30;-0,13;Cinza;253;487,326
105;LC;D;30;-0,13;Amarelo;239;487,326
128;LC;D;30;-0,13;Cinza;240;487,326
99;LC;D;30;-0,13;Rosa;242;487,326
85;CN;D;;-0,11;Branco;259;488,836
46;CN;D;;-0,11;Branco;288;488,836
46;CN;D;;-0,11;Branco;256;488,836
48;CN;D;;-0,11;Branco;263;488,836
87;CN;D;;-0,11;Branco;247;488,836
46;CN;D;;-0,11;Branco;261;488,836
46;CN;D;;-0,11;Branco;277;488,836
48;CN;D;;-0,11;Rosa;278;488,836
85;CN;D;;-0,11;Amarelo;276;488,836
87;CN;D;;-0,11;Azul;275;488,836
99;LC;A;;-0,11;Cinza;280;489,068
132;LC;A;;-0,11;Azul;281;489,068
96;LC;A;;-0,11;Rosa;282;489,068
129;LC;A;;-0,11;Amarelo;279;489,068
132;LC;A;;-0,11;Cinza;267;489,068
96;LC;A;;-0,11;Cinza;269;489,068
99;LC;A;;-0,11;Cinza;257;489,068
99;LC;A;;-0,11;Cinza;289;489,068
129;LC;A;;-0,11;Cinza;249;489,068
99;LC;A;;-0,11;Cinza;265;489,068
101;LC;D;;-0,08;Cinza;269;492,471
130;LC;D;;-0,08;Cinza;267;492,471
97;LC;D;;-0,08;Cinza;265;492,471
134;LC;D;;-0,08;Cinza;249;492,471
97;LC;D;;-0,08;Cinza;257;492,471
97;LC;D;;-0,08;Cinza;289;492,471
101;LC;D;;-0,08;Rosa;282;492,471
130;LC;D;;-0,08;Azul;281;492,471
134;LC;D;;-0,08;Amarelo;279;492,471
97;LC;D;;-0,08;Cinza;280;492,471
4;CH;A;;-0,06;Branco;264;494,182
40;CH;A;;-0,06;Branco;260;494,182
1;CH;A;;-0,06;Branco;262;494,182
43;CH;A;;-0,06;Branco;248;494,182
1;CH;A;;-0,06;Branco;287;494,182
1;CH;A;;-0,06;Branco;255;494,182
1;CH;A;;-0,06;Branco;273;494,182
40;CH;A;;-0,06;Amarelo;272;494,182
4;CH;A;;-0,06;Rosa;274;494,182
43;CH;A;;-0,06;Azul;271;494,182
34;CH;E;7;-0,01;Branco;233;498,908
14;CH;E;7;-0,01;Amarelo;232;498,908
34;CH;E;7;-0,01;Branco;251;498,908
21;CH;E;7;-0,01;Azul;231;498,908
29;CH;E;7;-0,01;Rosa;234;498,908
121;LC;D;3;0,00;Azul;241;499,632
111;LC;D;3;0,00;Cinza;240;499,632
111;LC;D;3;0,00;Cinza;253;499,632
125;LC;D;3;0,00;Amarelo;239;499,632
103;LC;D;3;0,00;Rosa;242;499,632
115;LC;B;20;0,01;Azul;241;501,221
129;LC;B;20;0,01;Cinza;240;501,221
129;LC;B;20;0,01;Cinza;253;501,221
106;LC;B;20;0,01;Amarelo;239;501,221
100;LC;B;20;0,01;Rosa;242;501,221
155;MT;E;;1331,00;Cinza;254;501,331
95;LC;B;;1334,00;Cinza;257;501,334
95;LC;B;;1334,00;Cinza;289;501,334
95;LC;B;;1334,00;Cinza;269;501,334
95;LC;B;;1334,00;Cinza;265;501,334
92;LC;B;;1334,00;Cinza;249;501,334
94;LC;B;;1334,00;Cinza;267;501,334
95;LC;B;;1334,00;Cinza;280;501,334
95;LC;B;;1334,00;Rosa;282;501,334
92;LC;B;;1334,00;Amarelo;279;501,334
94;LC;B;;1334,00;Azul;281;501,334
7;CH;B;;1415,00;Branco;264;501,415
11;CH;B;;1415,00;Branco;248;501,415
22;CH;B;;1415,00;Branco;262;501,415
15;CH;B;;1415,00;Branco;260;501,415
22;CH;B;;1415,00;Branco;287;501,415
22;CH;B;;1415,00;Branco;255;501,415
7;CH;B;;1415,00;Rosa;274;501,415
11;CH;B;;1415,00;Azul;271;501,415
22;CH;B;;1415,00;Branco;273;501,415
15;CH;B;;1415,00;Amarelo;272;501,415
158;MT;C;;1585,00;Cinza;254;501,585
155;MT;D;;1621,00;Cinza;258;501,621
155;MT;D;;1621,00;Cinza;290;501,621
36;CH;E;;1787,00;Azul;271;501,787
19;CH;E;;1787,00;Rosa;274;501,787
7;CH;E;;1787,00;Branco;273;501,787
33;CH;E;;1787,00;Amarelo;272;501,787
33;CH;E;;1787,00;Branco;260;501,787
7;CH;E;;1787,00;Branco;287;501,787
19;CH;E;;1787,00;Branco;264;501,787
7;CH;E;;1787,00;Branco;262;501,787
7;CH;E;;1787,00;Branco;255;501,787
36;CH;E;;1787,00;Branco;248;501,787
116;LC;E;;1864,00;Cinza;280;501,864
109;LC;E;;1864,00;Amarelo;279;501,864
110;LC;E;;1864,00;Azul;281;501,864
121;LC;E;;1864,00;Rosa;282;501,864
116;LC;E;;1864,00;Cinza;265;501,864
116;LC;E;;1864,00;Cinza;257;501,864
109;LC;E;;1864,00;Cinza;249;501,864
121;LC;E;;1864,00;Cinza;269;501,864
116;LC;E;;1864,00;Cinza;289;501,864
110;LC;E;;1864,00;Cinza;267;501,864
58;CN;C;;2263,00;Amarelo;276;502,263
65;CN;C;;2263,00;Rosa;278;502,263
84;CN;C;;2263,00;Branco;277;502,263
54;CN;C;;2263,00;Azul;275;502,263
65;CN;C;;2263,00;Branco;263;502,263
84;CN;C;;2263,00;Branco;288;502,263
54;CN;C;;2263,00;Branco;247;502,263
84;CN;C;;2263,00;Branco;261;502,263
58;CN;C;;2263,00;Branco;259;502,263
84;CN;C;;2263,00;Branco;256;502,263
144;MT;C;;2284,00;Cinza;290;502,284
144;MT;C;;2284,00;Cinza;258;502,284
36;CH;E;25;0,04;Branco;233;503,534
36;CH;E;25;0,04;Branco;251;503,534
9;CH;E;25;0,04;Azul;231;503,534
32;CH;E;25;0,04;Amarelo;232;503,534
15;CH;E;25;0,04;Rosa;234;503,534
133;LC;E;;0,05;Cinza;265;505,373
96;LC;E;;0,05;Cinza;249;505,373
130;LC;E;;0,05;Cinza;269;505,373
133;LC;E;;0,05;Cinza;257;505,373
133;LC;E;;0,05;Cinza;289;505,373
99;LC;E;;0,05;Cinza;267;505,373
99;LC;E;;0,05;Azul;281;505,373
96;LC;E;;0,05;Amarelo;279;505,373
133;LC;E;;0,05;Cinza;280;505,373
130;LC;E;;0,05;Rosa;282;505,373
99;LC;C;;0,06;Cinza;269;505,683
135;LC;C;;0,06;Cinza;267;505,683
132;LC;C;;0,06;Cinza;249;505,683
102;LC;C;;0,06;Cinza;265;505,683
102;LC;C;;0,06;Cinza;257;505,683
102;LC;C;;0,06;Cinza;289;505,683
132;LC;C;;0,06;Amarelo;279;505,683
135;LC;C;;0,06;Azul;281;505,683
102;LC;C;;0,06;Cinza;280;505,683
99;LC;C;;0,06;Rosa;282;505,683
112;LC;B;;0,06;Rosa;282;506,14
127;LC;B;;0,06;Cinza;280;506,14
106;LC;B;;0,06;Amarelo;279;506,14
109;LC;B;;0,06;Azul;281;506,14
127;LC;B;;0,06;Cinza;257;506,14
127;LC;B;;0,06;Cinza;289;506,14
112;LC;B;;0,06;Cinza;269;506,14
109;LC;B;;0,06;Cinza;267;506,14
106;LC;B;;0,06;Cinza;249;506,14
127;LC;B;;0,06;Cinza;265;506,14
124;LC;B;;0,08;Rosa;282;508,205
116;LC;B;;0,08;Azul;281;508,205
119;LC;B;;0,08;Cinza;280;508,205
115;LC;B;;0,08;Amarelo;279;508,205
124;LC;B;;0,08;Cinza;269;508,205
116;LC;B;;0,08;Cinza;267;508,205
119;LC;B;;0,08;Cinza;265;508,205
115;LC;B;;0,08;Cinza;249;508,205
119;LC;B;;0,08;Cinza;257;508,205
119;LC;B;;0,08;Cinza;289;508,205
105;LC;E;;0,08;Cinza;269;508,479
113;LC;E;;0,08;Cinza;267;508,479
122;LC;E;;0,08;Cinza;265;508,479
112;LC;E;;0,08;Cinza;249;508,479
122;LC;E;;0,08;Cinza;257;508,479
122;LC;E;;0,08;Cinza;289;508,479
105;LC;E;;0,08;Rosa;282;508,479
113;LC;E;;0,08;Azul;281;508,479
122;LC;E;;0,08;Cinza;280;508,479
112;LC;E;;0,08;Amarelo;279;508,479
175;MT;D;;0,10;Azul;285;509,8
138;MT;D;;0,10;Cinza;266;509,8
180;MT;D;;0,10;Cinza;250;509,8
138;MT;D;;0,10;Cinza;284;509,8
180;MT;D;;0,10;Amarelo;283;509,8
138;MT;D;;0,10;Cinza;290;509,8
138;MT;D;;0,10;Cinza;258;509,8
143;MT;D;;0,10;Rosa;286;509,8
143;MT;D;;0,10;Cinza;270;509,8
175;MT;D;;0,10;Cinza;268;509,8
29;CH;B;3;10009,00;Branco;233;510,009
14;CH;B;3;10009,00;Azul;231;510,009
29;CH;B;3;10009,00;Branco;251;510,009
35;CH;B;3;10009,00;Amarelo;232;510,009
10;CH;B;3;10009,00;Rosa;234;510,009
37;CH;E;;10152,00;Branco;264;510,152
11;CH;E;;10152,00;Branco;287;510,152
37;CH;E;;10152,00;Branco;260;510,152
11;CH;E;;10152,00;Branco;262;510,152
33;CH;E;;10152,00;Branco;248;510,152
11;CH;E;;10152,00;Branco;255;510,152
11;CH;E;;10152,00;Branco;273;510,152
37;CH;E;;10152,00;Rosa;274;510,152
33;CH;E;;10152,00;Azul;271;510,152
37;CH;E;;10152,00;Amarelo;272;510,152
72;CN;D;;10304,00;Amarelo;276;510,304
63;CN;D;;10304,00;Branco;277;510,304
79;CN;D;;10304,00;Rosa;278;510,304
73;CN;D;;10304,00;Azul;275;510,304
73;CN;D;;10304,00;Branco;247;510,304
79;CN;D;;10304,00;Branco;263;510,304
63;CN;D;;10304,00;Branco;261;510,304
72;CN;D;;10304,00;Branco;259;510,304
63;CN;D;;10304,00;Branco;288;510,304
63;CN;D;;10304,00;Branco;256;510,304
42;CH;A;30;10434,00;Branco;251;510,434
1;CH;A;30;10434,00;Azul;231;510,434
38;CH;A;30;10434,00;Amarelo;232;510,434
5;CH;A;30;10434,00;Rosa;234;510,434
42;CH;A;30;10434,00;Branco;233;510,434
114;LC;E;;10926,00;Azul;281;510,926
123;LC;E;;10926,00;Cinza;280;510,926
106;LC;E;;10926,00;Rosa;282;510,926
113;LC;E;;10926,00;Amarelo;279;510,926
106;LC;E;;10926,00;Cinza;269;510,926
114;LC;E;;10926,00;Cinza;267;510,926
123;LC;E;;10926,00;Cinza;265;510,926
113;LC;E;;10926,00;Cinza;249;510,926
123;LC;E;;10926,00;Cinza;257;510,926
123;LC;E;;10926,00;Cinza;289;510,926
86;CN;D;;0,11;Rosa;278;511,367
50;CN;D;;0,11;Amarelo;276;511,367
89;CN;D;;0,11;Branco;277;511,367
47;CN;D;;0,11;Azul;275;511,367
89;CN;D;;0,11;Branco;261;511,367
89;CN;D;;0,11;Branco;256;511,367
50;CN;D;;0,11;Branco;259;511,367
86;CN;D;;0,11;Branco;263;511,367
47;CN;D;;0,11;Branco;247;511,367
89;CN;D;;0,11;Branco;288;511,367
41;CH;C;18;11553,00;Branco;251;511,553
45;CH;C;18;11553,00;Amarelo;232;511,553
4;CH;C;18;11553,00;Rosa;234;511,553
41;CH;C;18;11553,00;Branco;233;511,553
8;CH;C;18;11553,00;Azul;231;511,553
38;CH;A;;0,12;Branco;273;511,942
11;CH;A;;0,12;Rosa;274;511,942
7;CH;A;;0,12;Azul;271;511,942
9;CH;A;;0,12;Amarelo;272;511,942
7;CH;A;;0,12;Branco;248;511,942
9;CH;A;;0,12;Branco;260;511,942
38;CH;A;;0,12;Branco;262;511,942
39;CH;A;;0,12;Branco;287;511,942
38;CH;A;;0,12;Branco;255;511,942
11;CH;A;;0,12;Branco;264;511,942
42;CH;D;17;12222,00;Rosa;234;512,222
7;CH;D;17;12222,00;Branco;233;512,222
1;CH;D;17;12222,00;Amarelo;232;512,222
7;CH;D;17;12222,00;Branco;251;512,222
38;CH;D;17;12222,00;Azul;231;512,222
129;LC;D;;0,12;Cinza;289;512,227
106;LC;D;;0,12;Cinza;267;512,227
129;LC;D;;0,12;Cinza;265;512,227
129;LC;D;;0,12;Cinza;257;512,227
109;LC;D;;0,12;Cinza;269;512,227
103;LC;D;;0,12;Cinza;249;512,227
103;LC;D;;0,12;Amarelo;279;512,227
129;LC;D;;0,12;Cinza;280;512,227
109;LC;D;;0,12;Rosa;282;512,227
106;LC;D;;0,12;Azul;281;512,227
80;CN;C;;13471,00;Branco;247;513,471
72;CN;C;;13471,00;Branco;263;513,471
57;CN;C;;13471,00;Branco;261;513,471
84;CN;C;;13471,00;Branco;259;513,471
57;CN;C;;13471,00;Branco;256;513,471
84;CN;C;;13471,00;Amarelo;276;513,471
72;CN;C;;13471,00;Rosa;278;513,471
57;CN;C;;13471,00;Branco;277;513,471
80;CN;C;;13471,00;Azul;275;513,471
47;CN;A;;0,13;Branco;288;513,497
49;CN;A;;0,13;Branco;263;513,497
47;CN;A;;0,13;Branco;261;513,497
88;CN;A;;0,13;Branco;247;513,497
47;CN;A;;0,13;Branco;256;513,497
86;CN;A;;0,13;Branco;259;513,497
49;CN;A;;0,13;Rosa;278;513,497
86;CN;A;;0,13;Amarelo;276;513,497
47;CN;A;;0,13;Branco;277;513,497
88;CN;A;;0,13;Azul;275;513,497
30;CH;E;4;13582,00;Rosa;234;513,582
35;CH;E;4;13582,00;Branco;233;513,582
22;CH;E;4;13582,00;Azul;231;513,582
35;CH;E;4;13582,00;Branco;251;513,582
15;CH;E;4;13582,00;Amarelo;232;513,582
9;CH;C;;13896,00;Branco;262;513,896
35;CH;C;;13896,00;Branco;260;513,896
38;CH;C;;13896,00;Branco;248;513,896
9;CH;C;;13896,00;Branco;287;513,896
9;CH;C;;13896,00;Branco;255;513,896
21;CH;C;;13896,00;Branco;264;513,896
35;CH;C;;13896,00;Amarelo;272;513,896
38;CH;C;;13896,00;Azul;271;513,896
21;CH;C;;13896,00;Rosa;274;513,896
9;CH;C;;13896,00;Branco;273;513,896
31;CH;C;6;14133,00;Azul;231;514,133
16;CH;C;6;14133,00;Branco;233;514,133
16;CH;C;6;14133,00;Branco;251;514,133
20;CH;C;6;14133,00;Rosa;234;514,133
26;CH;C;6;14133,00;Amarelo;232;514,133
125;LC;C;2;0,14;Azul;241;514,196
108;LC;C;2;0,14;Cinza;240;514,196
108;LC;C;2;0,14;Cinza;253;514,196
129;LC;C;2;0,14;Amarelo;239;514,196
117;LC;C;2;0,14;Rosa;242;514,196
27;CH;C;;14547,00;Amarelo;272;514,547
31;CH;C;;14547,00;Azul;271;514,547
31;CH;C;;14547,00;Rosa;274;514,547
20;CH;C;;14547,00;Branco;273;514,547
20;CH;C;;14547,00;Branco;262;514,547
27;CH;C;;14547,00;Branco;260;514,547
20;CH;C;;14547,00;Branco;287;514,547
31;CH;C;;14547,00;Branco;248;514,547
20;CH;C;;14547,00;Branco;255;514,547
31;CH;C;;14547,00;Branco;264;514,547
11;CH;C;3;14933,00;Amarelo;232;514,933
19;CH;C;3;14933,00;Branco;233;514,933
19;CH;C;3;14933,00;Branco;251;514,933
36;CH;C;3;14933,00;Rosa;234;514,933
34;CH;C;3;14933,00;Azul;231;514,933
121;LC;D;;15087,00;Cinza;280;515,087
118;LC;D;;15087,00;Azul;281;515,087
126;LC;D;;15087,00;Rosa;282;515,087
117;LC;D;;15087,00;Amarelo;279;515,087
118;LC;D;;15087,00;Cinza;267;515,087
117;LC;D;;15087,00;Cinza;249;515,087
121;LC;D;;15087,00;Cinza;265;515,087
126;LC;D;;15087,00;Cinza;269;515,087
121;LC;D;;15087,00;Cinza;289;515,087
121;LC;D;;15087,00;Cinza;257;515,087
29;CH;A;;16521,00;Amarelo;272;516,521
25;CH;A;;16521,00;Azul;271;516,521
33;CH;A;;16521,00;Rosa;274;516,521
14;CH;A;;16521,00;Branco;273;516,521
14;CH;A;;16521,00;Branco;262;516,521
29;CH;A;;16521,00;Branco;260;516,521
25;CH;A;;16521,00;Branco;248;516,521
14;CH;A;;16521,00;Branco;287;516,521
14;CH;A;;16521,00;Branco;255;516,521
33;CH;A;;16521,00;Branco;264;516,521
151;MT;E;;16945,00;Cinza;266;516,945
172;MT;E;;16945,00;Cinza;250;516,945
165;MT;E;;16945,00;Azul;285;516,945
164;MT;E;;16945,00;Cinza;270;516,945
164;MT;E;;16945,00;Rosa;286;516,945
165;MT;E;;16945,00;Cinza;268;516,945
151;MT;E;;16945,00;Cinza;284;516,945
151;MT;E;;16945,00;Cinza;290;516,945
151;MT;E;;16945,00;Cinza;258;516,945
172;MT;E;;16945,00;Amarelo;283;516,945
73;CN;D;1;0,17;Amarelo;236;517,176
86;CN;D;1;0,17;Azul;235;517,176
48;CN;D;1;0,17;Branco;252;517,176
46;CN;D;1;0,17;Rosa;238;517,176
48;CN;D;1;0,17;Branco;237;517,176
117;LC;B;;0,18;Cinza;257;517,651
117;LC;B;;0,18;Cinza;289;517,651
122;LC;B;;0,18;Cinza;269;517,651
117;LC;B;;0,18;Cinza;265;517,651
110;LC;B;;0,18;Cinza;249;517,651
111;LC;B;;0,18;Cinza;267;517,651
122;LC;B;;0,18;Rosa;282;517,651
111;LC;B;;0,18;Azul;281;517,651
117;LC;B;;0,18;Cinza;280;517,651
110;LC;B;;0,18;Amarelo;279;517,651
47;CN;A;;17766,00;Rosa;278;517,766
51;CN;A;;17766,00;Branco;277;517,766
90;CN;A;;17766,00;Amarelo;276;517,766
86;CN;A;;17766,00;Azul;275;517,766
51;CN;A;;17766,00;Branco;288;517,766
47;CN;A;;17766,00;Branco;263;517,766
51;CN;A;;17766,00;Branco;261;517,766
90;CN;A;;17766,00;Branco;259;517,766
86;CN;A;;17766,00;Branco;247;517,766
51;CN;A;;17766,00;Branco;256;517,766
143;MT;E;19;18236,00;Rosa;246;518,236
152;MT;E;19;18236,00;Azul;245;518,236
163;MT;E;19;18236,00;Cinza;244;518,236
163;MT;E;19;18236,00;Cinza;254;518,236
159;MT;E;19;18236,00;Amarelo;243;518,236
153;MT;B;;18607,00;Cinza;266;518,607
153;MT;B;;18607,00;Cinza;284;518,607
163;MT;B;;18607,00;Cinza;250;518,607
156;MT;B;;18607,00;Azul;285;518,607
163;MT;B;;18607,00;Amarelo;283;518,607
153;MT;B;;18607,00;Cinza;290;518,607
169;MT;B;;18607,00;Rosa;286;518,607
153;MT;B;;18607,00;Cinza;258;518,607
169;MT;B;;18607,00;Cinza;270;518,607
156;MT;B;;18607,00;Cinza;268;518,607
53;CN;E;19;18796,00;Branco;252;518,796
81;CN;E;19;18796,00;Azul;235;518,796
84;CN;E;19;18796,00;Rosa;238;518,796
53;CN;E;19;18796,00;Branco;237;518,796
62;CN;E;19;18796,00;Amarelo;236;518,796
78;CN;D;;19843,00;Branco;288;519,843
52;CN;D;;19843,00;Branco;259;519,843
78;CN;D;;19843,00;Branco;256;519,843
66;CN;D;;19843,00;Branco;263;519,843
78;CN;D;;19843,00;Branco;261;519,843
55;CN;D;;19843,00;Branco;247;519,843
55;CN;D;;19843,00;Azul;275;519,843
78;CN;D;;19843,00;Branco;277;519,843
66;CN;D;;19843,00;Rosa;278;519,843
52;CN;D;;19843,00;Amarelo;276;519,843
49;CN;C;;22825,00;Amarelo;276;522,825
88;CN;C;;22825,00;Branco;277;522,825
85;CN;C;;22825,00;Rosa;278;522,825
46;CN;C;;22825,00;Azul;275;522,825
85;CN;C;;22825,00;Branco;263;522,825
88;CN;C;;22825,00;Branco;261;522,825
88;CN;C;;22825,00;Branco;256;522,825
49;CN;C;;22825,00;Branco;259;522,825
46;CN;C;;22825,00;Branco;247;522,825
88;CN;C;;22825,00;Branco;288;522,825
17;CH;A;;0,23;Amarelo;272;523,331
13;CH;A;;0,23;Azul;271;523,331
9;CH;A;;0,23;Rosa;274;523,331
24;CH;A;;0,23;Branco;273;523,331
9;CH;A;;0,23;Branco;264;523,331
24;CH;A;;0,23;Branco;262;523,331
17;CH;A;;0,23;Branco;260;523,331
24;CH;A;;0,23;Branco;287;523,331
13;CH;A;;0,23;Branco;248;523,331
24;CH;A;;0,23;Branco;255;523,331
119;LC;C;;0,24;Cinza;269;524,4
123;LC;C;;0,24;Cinza;267;524,4
105;LC;C;;0,24;Cinza;265;524,4
127;LC;C;;0,24;Cinza;249;524,4
105;LC;C;;0,24;Cinza;257;524,4
105;LC;C;;0,24;Cinza;289;524,4
119;LC;C;;0,24;Rosa;282;524,4
123;LC;C;;0,24;Azul;281;524,4
105;LC;C;;0,24;Cinza;280;524,4
127;LC;C;;0,24;Amarelo;279;524,4
118;LC;A;;0,25;Cinza;257;524,969
123;LC;A;;0,25;Cinza;269;524,969
112;LC;A;;0,25;Cinza;267;524,969
118;LC;A;;0,25;Cinza;265;524,969
111;LC;A;;0,25;Cinza;249;524,969
118;LC;A;;0,25;Cinza;289;524,969
123;LC;A;;0,25;Rosa;282;524,969
118;LC;A;;0,25;Cinza;280;524,969
111;LC;A;;0,25;Amarelo;279;524,969
112;LC;A;;0,25;Azul;281;524,969
74;CN;D;14;0,26;Branco;252;526,042
67;CN;D;14;0,26;Azul;235;526,042
61;CN;D;14;0,26;Rosa;238;526,042
74;CN;D;14;0,26;Branco;237;526,042
84;CN;D;14;0,26;Amarelo;236;526,042
87;CN;C;10;0,27;Branco;252;526,562
70;CN;E;;26728,00;Rosa;278;526,728
69;CN;E;;26728,00;Branco;277;526,728
62;CN;E;;26728,00;Amarelo;276;526,728
59;CN;E;;26728,00;Azul;275;526,728
62;CN;E;;26728,00;Branco;259;526,728
70;CN;E;;26728,00;Branco;263;526,728
69;CN;E;;26728,00;Branco;261;526,728
59;CN;E;;26728,00;Branco;247;526,728
69;CN;E;;26728,00;Branco;256;526,728
178;MT;A;;0,27;Cinza;258;526,95
139;MT;A;;0,27;Azul;285;526,95
178;MT;A;;0,27;Cinza;290;526,95
175;MT;A;;0,27;Cinza;270;526,95
175;MT;A;;0,27;Rosa;286;526,95
178;MT;A;;0,27;Cinza;284;526,95
139;MT;A;;0,27;Cinza;268;526,95
136;MT;A;;0,27;Cinza;250;526,95
178;MT;A;;0,27;Cinza;266;526,95
136;MT;A;;0,27;Amarelo;283;526,95
98;LC;D;17;0,28;Azul;241;528,164
98;LC;D;17;0,28;Cinza;240;528,164
98;LC;D;17;0,28;Cinza;253;528,164
97;LC;D;17;0,28;Amarelo;239;528,164
97;LC;D;17;0,28;Rosa;242;528,164
95;LC;B;;0,28;Azul;281;528,337
91;LC;B;;0,28;Rosa;282;528,337
95;LC;B;;0,28;Amarelo;279;528,337
91;LC;B;;0,28;Cinza;280;528,337
95;LC;B;;0,28;Cinza;267;528,337
91;LC;B;;0,28;Cinza;269;528,337
91;LC;B;;0,28;Cinza;289;528,337
95;LC;B;;0,28;Cinza;249;528,337
91;LC;B;;0,28;Cinza;257;528,337
91;LC;B;;0,28;Cinza;265;528,337
68;CN;C;;0,29;Amarelo;276;528,914
