CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;IN_ITEM_ABAN;TX_MOTIVO_ABAN;NU_PARAM_A;NU_PARAM_B;NU_PARAM_C;TX_COR;CO_PROVA;TP_LINGUA;IN_ITEM_ADAPTADO;TP_VERSAO_DIGITAL
133;CN;84063;C;21;0;;2.95498;628.42;0.16449;AZUL;597;;0;
92;CN;84063;C;21;0;;2.95498;628.42;0.16449;VERDE;605;;1;
92;CN;84063;C;21;0;;2.95498;628.42;0.16449;ROSA;600;;0;
112;CN;84063;C;21;0;;2.95498;628.42;0.16449;AMARELA;598;;0;
60;CH;84113;B;24;0;;1.63824;504.79;0.19481;BRANCA;689;;0;
71;CH;84113;B;24;0;;1.63824;504.79;0.19481;AZUL;687;;0;
82;CH;84113;B;24;0;;1.63824;504.79;0.19481;AMARELA;688;;0;
64;CH;84113;B;24;0;;1.63824;504.79;0.19481;ROSA;690;;0;
49;CH;84117;A;19;0;;3.13635;560.91;0.21425;LARANJA;654;;1;
49;CH;84117;A;19;0;;3.13635;560.91;0.21425;LARANJA - BRAILE;653;;1;
85;CH;84117;A;19;0;;3.13635;560.91;0.21425;BRANCA;649;;0;
74;CH;84117;A;19;0;;3.13635;560.91;0.21425;AMARELA;648;;0;
53;CH;84117;A;19;0;;3.13635;560.91;0.21425;AZUL;647;;0;
49;CH;84117;A;19;0;;3.13635;560.91;0.21425;ROSA;650;;0;
49;CH;84117;A;19;0;;3.13635;560.91;0.21425;LARANJA;614;;1;
49;CH;84117;A;19;0;;3.13635;560.91;0.21425;LARANJA - BRAILE;613;;1;
85;CH;84117;A;19;0;;3.13635;560.91;0.21425;BRANCA;609;;0;
74;CH;84117;A;19;0;;3.13635;560.91;0.21425;AMARELA;608;;0;
53;CH;84117;A;19;0;;3.13635;560.91;0.21425;AZUL;607;;0;
49;CH;84117;A;19;0;;3.13635;560.91;0.21425;ROSA;610;;0;
65;CH;84137;C;28;0;;2.56445;649.98;0.25986;ROSA;690;;0;
71;CH;84137;C;28;0;;2.56445;649.98;0.25986;BRANCA;689;;0;
61;CH;84137;C;28;0;;2.56445;649.98;0.25986;AZUL;687;;0;
63;CH;84137;C;28;0;;2.56445;649.98;0.25986;AMARELA;688;;0;
53;CH;84160;E;22;0;;1.67401;553.57;0.15243;ROSA;690;;0;
56;CH;84160;E;22;0;;1.67401;553.57;0.15243;BRANCA;689;;0;
46;CH;84160;E;22;0;;1.67401;553.57;0.15243;AZUL;687;;0;
52;CH;84160;E;22;0;;1.67401;553.57;0.15243;AMARELA;688;;0;
132;CN;84177;A;1;0;;3.37224;616.12;0.19026;ROSA;701;;0;
93;CN;84177;A;1;0;;3.37224;616.12;0.19026;AZUL;699;;0;
115;CN;84177;A;1;0;;3.37224;616.12;0.19026;CINZA;702;;0;
96;CN;84177;A;1;0;;3.37224;616.12;0.19026;AMARELA;700;;0;
64;CH;84180;A;8;0;;2.30891;580.29;0.14825;LARANJA;654;;1;
64;CH;84180;A;8;0;;2.30891;580.29;0.14825;LARANJA - BRAILE;653;;1;
71;CH;84180;A;8;0;;2.30891;580.29;0.14825;BRANCA;649;;0;
80;CH;84180;A;8;0;;2.30891;580.29;0.14825;AMARELA;648;;0;
64;CH;84180;A;8;0;;2.30891;580.29;0.14825;ROSA;650;;0;
55;CH;84180;A;8;0;;2.30891;580.29;0.14825;AZUL;607;;0;
80;CH;84180;A;8;0;;2.30891;580.29;0.14825;AMARELA;608;;0;
64;CH;84180;A;8;0;;2.30891;580.29;0.14825;LARANJA;614;;1;
64;CH;84180;A;8;0;;2.30891;580.29;0.14825;LARANJA - BRAILE;613;;1;
71;CH;84180;A;8;0;;2.30891;580.29;0.14825;BRANCA;609;;0;
55;CH;84180;A;8;0;;2.30891;580.29;0.14825;AZUL;647;;0;
64;CH;84180;A;8;0;;2.30891;580.29;0.14825;ROSA;610;;0;
63;CH;84183;E;8;0;;1.28567;638.48;0.15874;BRANCA;689;;0;
88;CH;84183;E;8;0;;1.28567;638.48;0.15874;AZUL;687;;0;
90;CH;84183;E;8;0;;1.28567;638.48;0.15874;AMARELA;688;;0;
75;CH;84183;E;8;0;;1.28567;638.48;0.15874;ROSA;690;;0;
134;CN;84184;D;3;0;;1.85393;563.07;0.178;LARANJA - BRAILE;603;;1;
125;CN;84184;D;3;0;;1.85393;563.07;0.178;AMARELA;598;;0;
121;CN;84184;D;3;0;;1.85393;563.07;0.178;CINZA;599;;0;
91;CN;84184;D;3;0;;1.85393;563.07;0.178;AZUL;597;;0;
134;CN;84184;D;3;0;;1.85393;563.07;0.178;ROSA;600;;0;
134;CN;84184;D;3;0;;1.85393;563.07;0.178;VERDE;605;;1;
134;CN;84184;D;3;0;;1.85393;563.07;0.178;LARANJA;604;;1;
137;MT;84253;A;19;0;;2.88702;782.28;0.13958;CINZA;590;;0;
149;MT;84253;A;19;0;;2.88702;782.28;0.13958;AZUL;587;;0;
176;MT;84253;A;19;0;;2.88702;782.28;0.13958;ROSA;589;;0;
176;MT;84253;A;19;0;;2.88702;782.28;0.13958;LARANJA - BRAILE;593;;1;
176;MT;84253;A;19;0;;2.88702;782.28;0.13958;VERDE;595;;1;
176;MT;84253;A;19;0;;2.88702;782.28;0.13958;LARANJA;594;;1;
156;MT;84253;A;19;0;;2.88702;782.28;0.13958;AMARELA;588;;0;
79;CH;84255;C;7;0;;1.5134;604.91;0.27789;LARANJA - BRAILE;653;;1;
53;CH;84255;C;7;0;;1.5134;604.91;0.27789;BRANCA;649;;0;
79;CH;84255;C;7;0;;1.5134;604.91;0.27789;LARANJA;654;;1;
70;CH;84255;C;7;0;;1.5134;604.91;0.27789;AMARELA;648;;0;
85;CH;84255;C;7;0;;1.5134;604.91;0.27789;AZUL;647;;0;
79;CH;84255;C;7;0;;1.5134;604.91;0.27789;ROSA;650;;0;
79;CH;84255;C;7;0;;1.5134;604.91;0.27789;ROSA;610;;0;
79;CH;84255;C;7;0;;1.5134;604.91;0.27789;LARANJA;614;;1;
79;CH;84255;C;7;0;;1.5134;604.91;0.27789;LARANJA - BRAILE;613;;1;
53;CH;84255;C;7;0;;1.5134;604.91;0.27789;BRANCA;609;;0;
70;CH;84255;C;7;0;;1.5134;604.91;0.27789;AMARELA;608;;0;
85;CH;84255;C;7;0;;1.5134;604.91;0.27789;AZUL;607;;0;
89;CH;84266;B;13;0;;2.1473;639.59;0.25309;BRANCA;689;;0;
67;CH;84266;B;13;0;;2.1473;639.59;0.25309;AZUL;687;;0;
66;CH;84266;B;13;0;;2.1473;639.59;0.25309;AMARELA;688;;0;
81;CH;84266;B;13;0;;2.1473;639.59;0.25309;ROSA;690;;0;
70;CH;84269;E;12;0;;2.31975;658.95;0.11892;BRANCA;569;;0;
60;CH;84269;E;12;0;;2.31975;658.95;0.11892;ROSA;570;;0;
60;CH;84269;E;12;0;;2.31975;658.95;0.11892;VERDE;575;;1;
79;CH;84269;E;12;0;;2.31975;658.95;0.11892;AMARELA;568;;0;
60;CH;84269;E;12;0;;2.31975;658.95;0.11892;LARANJA - BRAILE;573;;1;
60;CH;84269;E;12;0;;2.31975;658.95;0.11892;LARANJA;574;;1;
69;CH;84269;E;12;0;;2.31975;658.95;0.11892;AZUL;567;;0;
21;LC;84295;B;23;0;;1.28796;507.45;0.01332;VERDE;585;;1;
21;LC;84295;B;23;0;;1.28796;507.45;0.01332;LARANJA;584;;1;
8;LC;84295;B;23;0;;1.28796;507.45;0.01332;AMARELA;578;;0;
21;LC;84295;B;23;0;;1.28796;507.45;0.01332;LARANJA - BRAILE;583;;1;
14;LC;84295;B;23;0;;1.28796;507.45;0.01332;BRANCA;580;;0;
32;LC;84295;B;23;0;;1.28796;507.45;0.01332;AZUL;577;;0;
21;LC;84295;B;23;0;;1.28796;507.45;0.01332;ROSA;579;;0;
163;MT;84320;C;6;0;;2.77932;675.42;0.1858;ROSA;697;;0;
145;MT;84320;C;6;0;;2.77932;675.42;0.1858;CINZA;698;;0;
173;MT;84320;C;6;0;;2.77932;675.42;0.1858;AZUL;695;;0;
177;MT;84320;C;6;0;;2.77932;675.42;0.1858;AMARELA;696;;0;
128;CN;84328;C;4;0;;2.0373;588.11;0.20697;LARANJA;684;;1;
128;CN;84328;C;4;0;;2.0373;588.11;0.20697;LARANJA - BRAILE;683;;1;
116;CN;84328;C;4;0;;2.0373;588.11;0.20697;CINZA;679;;0;
115;CN;84328;C;4;0;;2.0373;588.11;0.20697;AMARELA;678;;0;
112;CN;84328;C;4;0;;2.0373;588.11;0.20697;AZUL;677;;0;
128;CN;84328;C;4;0;;2.0373;588.11;0.20697;ROSA;680;;0;
128;CN;84328;C;4;0;;2.0373;588.11;0.20697;LARANJA;644;;1;
128;CN;84328;C;4;0;;2.0373;588.11;0.20697;LARANJA - BRAILE;643;;1;
116;CN;84328;C;4;0;;2.0373;588.11;0.20697;CINZA;639;;0;
115;CN;84328;C;4;0;;2.0373;588.11;0.20697;AMARELA;638;;0;
112;CN;84328;C;4;0;;2.0373;588.11;0.20697;AZUL;637;;0;
128;CN;84328;C;4;0;;2.0373;588.11;0.20697;ROSA;640;;0;
59;CH;84333;B;19;0;;1.33904;475.33;0.20167;AMARELA;568;;0;
46;CH;84333;B;19;0;;1.33904;475.33;0.20167;VERDE;575;;1;
89;CH;84333;B;19;0;;1.33904;475.33;0.20167;BRANCA;569;;0;
46;CH;84333;B;19;0;;1.33904;475.33;0.20167;LARANJA;574;;1;
46;CH;84333;B;19;0;;1.33904;475.33;0.20167;LARANJA - BRAILE;573;;1;
46;CH;84333;B;19;0;;1.33904;475.33;0.20167;ROSA;570;;0;
50;CH;84333;B;19;0;;1.33904;475.33;0.20167;AZUL;567;;0;
153;MT;84334;D;5;0;;1.95446;844.38;0.26858;LARANJA - BRAILE;593;;1;
179;MT;84334;D;5;0;;1.95446;844.38;0.26858;VERDE;595;;1;
153;MT;84334;D;5;0;;1.95446;844.38;0.26858;LARANJA;594;;1;
75;CH;84389;E;4;0;;1.92963;509.00;0.04557;LARANJA;654;;1;
75;CH;84389;E;4;0;;1.92963;509.00;0.04557;LARANJA - BRAILE;653;;1;
49;CH;84389;E;4;0;;1.92963;509.00;0.04557;BRANCA;649;;0;
66;CH;84389;E;4;0;;1.92963;509.00;0.04557;AMARELA;648;;0;
81;CH;84389;E;4;0;;1.92963;509.00;0.04557;AZUL;647;;0;
75;CH;84389;E;4;0;;1.92963;509.00;0.04557;ROSA;650;;0;
49;CH;84389;E;4;0;;1.92963;509.00;0.04557;BRANCA;609;;0;
75;CH;84389;E;4;0;;1.92963;509.00;0.04557;LARANJA;614;;1;
75;CH;84389;E;4;0;;1.92963;509.00;0.04557;LARANJA - BRAILE;613;;1;
66;CH;84389;E;4;0;;1.92963;509.00;0.04557;AMARELA;608;;0;
81;CH;84389;E;4;0;;1.92963;509.00;0.04557;AZUL;607;;0;
75;CH;84389;E;4;0;;1.92963;509.00;0.04557;ROSA;610;;0;
96;CN;84434;A;9;0;;1.41034;656.93;0.2437;ROSA;701;;0;
126;CN;84434;A;9;0;;1.41034;656.93;0.2437;CINZA;702;;0;
106;CN;84434;A;9;0;;1.41034;656.93;0.2437;AMARELA;700;;0;
122;CN;84434;A;9;0;;1.41034;656.93;0.2437;AZUL;699;;0;
134;CN;84444;C;17;0;;3.17216;635.72;0.2178;AMARELA;598;;0;
119;CN;84444;C;17;0;;3.17216;635.72;0.2178;CINZA;599;;0;
106;CN;84444;C;17;0;;3.17216;635.72;0.2178;AZUL;597;;0;
96;CN;84444;C;17;0;;3.17216;635.72;0.2178;ROSA;600;;0;
96;CN;84444;C;17;0;;3.17216;635.72;0.2178;VERDE;605;;1;
119;CN;84740;D;1;0;;2.27413;663.93;0.23971;LARANJA;684;;1;
119;CN;84740;D;1;0;;2.27413;663.93;0.23971;LARANJA - BRAILE;683;;1;
101;CN;84740;D;1;0;;2.27413;663.93;0.23971;CINZA;679;;0;
95;CN;84740;D;1;0;;2.27413;663.93;0.23971;AMARELA;678;;0;
127;CN;84740;D;1;0;;2.27413;663.93;0.23971;AZUL;677;;0;
119;CN;84740;D;1;0;;2.27413;663.93;0.23971;LARANJA;644;;1;
119;CN;84740;D;1;0;;2.27413;663.93;0.23971;LARANJA - BRAILE;643;;1;
101;CN;84740;D;1;0;;2.27413;663.93;0.23971;CINZA;639;;0;
95;CN;84740;D;1;0;;2.27413;663.93;0.23971;AMARELA;638;;0;
127;CN;84740;D;1;0;;2.27413;663.93;0.23971;AZUL;637;;0;
119;CN;84740;D;1;0;;2.27413;663.93;0.23971;ROSA;640;;0;
119;CN;84740;D;1;0;;2.27413;663.93;0.23971;ROSA;680;;0;
23;LC;84819;C;18;0;;1.16103;545.41;0.21058;BRANCA;660;;0;
9;LC;84819;C;18;0;;1.16103;545.41;0.21058;AMARELA;658;;0;
12;LC;84819;C;18;0;;1.16103;545.41;0.21058;AZUL;657;;0;
43;LC;84819;C;18;0;;1.16103;545.41;0.21058;ROSA;659;;0;
43;LC;84819;C;18;0;;1.16103;545.41;0.21058;LARANJA;624;;1;
43;LC;84819;C;18;0;;1.16103;545.41;0.21058;LARANJA - BRAILE;623;;1;
23;LC;84819;C;18;0;;1.16103;545.41;0.21058;BRANCA;620;;0;
9;LC;84819;C;18;0;;1.16103;545.41;0.21058;AMARELA;618;;0;
12;LC;84819;C;18;0;;1.16103;545.41;0.21058;AZUL;617;;0;
43;LC;84819;C;18;0;;1.16103;545.41;0.21058;ROSA;619;;0;
43;LC;84819;C;18;0;;1.16103;545.41;0.21058;LARANJA - BRAILE;663;;1;
43;LC;84819;C;18;0;;1.16103;545.41;0.21058;LARANJA;664;;1;
141;MT;84858;A;28;0;;2.0787;578.69;0.18509;CINZA;630;;0;
147;MT;84858;A;28;0;;2.0787;578.69;0.18509;AMARELA;628;;0;
176;MT;84858;A;28;0;;2.0787;578.69;0.18509;AZUL;627;;0;
159;MT;84858;A;28;0;;2.0787;578.69;0.18509;ROSA;629;;0;
141;MT;84858;A;28;0;;2.0787;578.69;0.18509;CINZA;670;;0;
176;MT;84858;A;28;0;;2.0787;578.69;0.18509;AZUL;667;;0;
147;MT;84858;A;28;0;;2.0787;578.69;0.18509;AMARELA;668;;0;
159;MT;84858;A;28;0;;2.0787;578.69;0.18509;ROSA;669;;0;
57;CH;85031;A;15;0;;1.79565;488.42;0.1588;ROSA;690;;0;
64;CH;85031;A;15;0;;1.79565;488.42;0.1588;BRANCA;689;;0;
48;CH;85031;A;15;0;;1.79565;488.42;0.1588;AZUL;687;;0;
51;CH;85031;A;15;0;;1.79565;488.42;0.1588;AMARELA;688;;0;
178;MT;85053;A;29;0;;0.93375;610.92;0.07392;AZUL;587;;0;
137;MT;85053;A;29;0;;0.93375;610.92;0.07392;ROSA;589;;0;
137;MT;85053;A;29;0;;0.93375;610.92;0.07392;LARANJA - BRAILE;593;;1;
160;MT;85053;A;29;0;;0.93375;610.92;0.07392;AMARELA;588;;0;
153;MT;85053;A;29;0;;0.93375;610.92;0.07392;CINZA;590;;0;
137;MT;85053;A;29;0;;0.93375;610.92;0.07392;VERDE;595;;1;
137;MT;85053;A;29;0;;0.93375;610.92;0.07392;LARANJA;594;;1;
71;CH;85068;B;19;0;;1.77735;788.40;0.2017;ROSA;690;;0;
59;CH;85068;B;19;0;;1.77735;788.40;0.2017;BRANCA;689;;0;
83;CH;85068;B;19;0;;1.77735;788.40;0.2017;AZUL;687;;0;
87;CH;85068;B;19;0;;1.77735;788.40;0.2017;AMARELA;688;;0;
163;MT;85174;D;22;0;;2.49808;714.69;0.16461;CINZA;698;;0;
172;MT;85174;D;22;0;;2.49808;714.69;0.16461;AZUL;695;;0;
156;MT;85174;D;22;0;;2.49808;714.69;0.16461;AMARELA;696;;0;
175;MT;85174;D;22;0;;2.49808;714.69;0.16461;ROSA;697;;0;
146;MT;85224;D;18;0;;1.50087;733.11;0.12155;CINZA;590;;0;
148;MT;85224;D;18;0;;1.50087;733.11;0.12155;AMARELA;588;;0;
136;MT;85224;D;18;0;;1.50087;733.11;0.12155;AZUL;587;;0;
179;MT;85224;D;18;0;;1.50087;733.11;0.12155;LARANJA - BRAILE;593;;1;
179;MT;85224;D;18;0;;1.50087;733.11;0.12155;ROSA;589;;0;
179;MT;85224;D;18;0;;1.50087;733.11;0.12155;LARANJA;594;;1;
78;CH;85290;B;3;0;;2.14778;728.55;0.17138;LARANJA;574;;1;
50;CH;85290;B;3;0;;2.14778;728.55;0.17138;AMARELA;568;;0;
78;CH;85290;B;3;0;;2.14778;728.55;0.17138;LARANJA - BRAILE;573;;1;
72;CH;85290;B;3;0;;2.14778;728.55;0.17138;AZUL;567;;0;
78;CH;85290;B;3;0;;2.14778;728.55;0.17138;VERDE;575;;1;
86;CH;85290;B;3;0;;2.14778;728.55;0.17138;BRANCA;569;;0;
78;CH;85290;B;3;0;;2.14778;728.55;0.17138;ROSA;570;;0;
2;LC;85405;B;5;0;;3.20364;571.88;0.14588;LARANJA - BRAILE;663;0.0;1;
4;LC;85405;B;5;0;;3.20364;571.88;0.14588;BRANCA;660;0.0;0;
5;LC;85405;B;5;0;;3.20364;571.88;0.14588;AMARELA;658;0.0;0;
3;LC;85405;B;5;0;;3.20364;571.88;0.14588;AZUL;657;0.0;0;
2;LC;85405;B;5;0;;3.20364;571.88;0.14588;ROSA;659;0.0;0;
2;LC;85405;B;5;0;;3.20364;571.88;0.14588;LARANJA;624;0.0;1;
2;LC;85405;B;5;0;;3.20364;571.88;0.14588;LARANJA - BRAILE;623;0.0;1;
4;LC;85405;B;5;0;;3.20364;571.88;0.14588;BRANCA;620;0.0;0;
5;LC;85405;B;5;0;;3.20364;571.88;0.14588;AMARELA;618;0.0;0;
3;LC;85405;B;5;0;;3.20364;571.88;0.14588;AZUL;617;0.0;0;
2;LC;85405;B;5;0;;3.20364;571.88;0.14588;ROSA;619;0.0;0;
2;LC;85405;B;5;0;;3.20364;571.88;0.14588;LARANJA;664;0.0;1;
94;CN;85425;E;2;0;;0.67139;636.62;0.12589;ROSA;701;;0;
107;CN;85425;E;2;0;;0.67139;636.62;0.12589;CINZA;702;;0;
133;CN;85425;E;2;0;;0.67139;636.62;0.12589;AZUL;699;;0;
99;CN;85425;E;2;0;;0.67139;636.62;0.12589;AMARELA;700;;0;
71;CH;85498;C;15;0;;1.45263;603.51;0.21126;LARANJA;654;;1;
71;CH;85498;C;15;0;;1.45263;603.51;0.21126;LARANJA - BRAILE;653;;1;
57;CH;85498;C;15;0;;1.45263;603.51;0.21126;BRANCA;649;;0;
71;CH;85498;C;15;0;;1.45263;603.51;0.21126;ROSA;650;;0;
79;CH;85498;C;15;0;;1.45263;603.51;0.21126;AMARELA;648;;0;
49;CH;85498;C;15;0;;1.45263;603.51;0.21126;AZUL;647;;0;
49;CH;85498;C;15;0;;1.45263;603.51;0.21126;AZUL;607;;0;
79;CH;85498;C;15;0;;1.45263;603.51;0.21126;AMARELA;608;;0;
71;CH;85498;C;15;0;;1.45263;603.51;0.21126;LARANJA;614;;1;
71;CH;85498;C;15;0;;1.45263;603.51;0.21126;LARANJA - BRAILE;613;;1;
57;CH;85498;C;15;0;;1.45263;603.51;0.21126;BRANCA;609;;0;
71;CH;85498;C;15;0;;1.45263;603.51;0.21126;ROSA;610;;0;
82;CH;85503;A;2;0;;1.78808;634.55;0.20888;ROSA;690;;0;
68;CH;85503;A;2;0;;1.78808;634.55;0.20888;BRANCA;689;;0;
75;CH;85503;A;2;0;;1.78808;634.55;0.20888;AZUL;687;;0;
47;CH;85503;A;2;0;;1.78808;634.55;0.20888;AMARELA;688;;0;
63;CH;85511;B;30;0;;1.84262;577.64;0.20818;ROSA;610;;0;
63;CH;85511;B;30;0;;1.84262;577.64;0.20818;LARANJA;654;;1;
63;CH;85511;B;30;0;;1.84262;577.64;0.20818;LARANJA - BRAILE;653;;1;
70;CH;85511;B;30;0;;1.84262;577.64;0.20818;BRANCA;649;;0;
58;CH;85511;B;30;0;;1.84262;577.64;0.20818;AMARELA;648;;0;
75;CH;85511;B;30;0;;1.84262;577.64;0.20818;AZUL;647;;0;
63;CH;85511;B;30;0;;1.84262;577.64;0.20818;ROSA;650;;0;
63;CH;85511;B;30;0;;1.84262;577.64;0.20818;LARANJA;614;;1;
63;CH;85511;B;30;0;;1.84262;577.64;0.20818;LARANJA - BRAILE;613;;1;
70;CH;85511;B;30;0;;1.84262;577.64;0.20818;BRANCA;609;;0;
58;CH;85511;B;30;0;;1.84262;577.64;0.20818;AMARELA;608;;0;
75;CH;85511;B;30;0;;1.84262;577.64;0.20818;AZUL;607;;0;
124;CN;85528;B;3;0;;1.12135;500.16;0.02115;ROSA;680;;0;
119;CN;85528;B;3;0;;1.12135;500.16;0.02115;AMARELA;678;;0;
124;CN;85528;B;3;0;;1.12135;500.16;0.02115;LARANJA - BRAILE;683;;1;
124;CN;85528;B;3;0;;1.12135;500.16;0.02115;LARANJA;644;;1;
124;CN;85528;B;3;0;;1.12135;500.16;0.02115;LARANJA - BRAILE;643;;1;
98;CN;85528;B;3;0;;1.12135;500.16;0.02115;CINZA;639;;0;
119;CN;85528;B;3;0;;1.12135;500.16;0.02115;AMARELA;638;;0;
98;CN;85528;B;3;0;;1.12135;500.16;0.02115;CINZA;679;;0;
116;CN;85528;B;3;0;;1.12135;500.16;0.02115;AZUL;637;;0;
124;CN;85528;B;3;0;;1.12135;500.16;0.02115;ROSA;640;;0;
124;CN;85528;B;3;0;;1.12135;500.16;0.02115;LARANJA;684;;1;
116;CN;85528;B;3;0;;1.12135;500.16;0.02115;AZUL;677;;0;
132;CN;85606;B;1;0;;2.97674;669.47;0.29489;LARANJA - BRAILE;603;;1;
94;CN;85606;B;1;0;;2.97674;669.47;0.29489;AMARELA;598;;0;
108;CN;85606;B;1;0;;2.97674;669.47;0.29489;CINZA;599;;0;
111;CN;85606;B;1;0;;2.97674;669.47;0.29489;AZUL;597;;0;
132;CN;85606;B;1;0;;2.97674;669.47;0.29489;ROSA;600;;0;
132;CN;85606;B;1;0;;2.97674;669.47;0.29489;VERDE;605;;1;
132;CN;85606;B;1;0;;2.97674;669.47;0.29489;LARANJA;604;;1;
146;MT;85614;B;26;0;;1.7605;708.08;0.18072;LARANJA;634;;1;
146;MT;85614;B;26;0;;1.7605;708.08;0.18072;LARANJA - BRAILE;633;;1;
168;MT;85614;B;26;0;;1.7605;708.08;0.18072;CINZA;630;;0;
180;MT;85614;B;26;0;;1.7605;708.08;0.18072;AMARELA;628;;0;
153;MT;85614;B;26;0;;1.7605;708.08;0.18072;AZUL;627;;0;
146;MT;85614;B;26;0;;1.7605;708.08;0.18072;ROSA;629;;0;
146;MT;85614;B;26;0;;1.7605;708.08;0.18072;LARANJA;674;;1;
146;MT;85614;B;26;0;;1.7605;708.08;0.18072;ROSA;669;;0;
146;MT;85614;B;26;0;;1.7605;708.08;0.18072;LARANJA - BRAILE;673;;1;
180;MT;85614;B;26;0;;1.7605;708.08;0.18072;AMARELA;668;;0;
153;MT;85614;B;26;0;;1.7605;708.08;0.18072;AZUL;667;;0;
168;MT;85614;B;26;0;;1.7605;708.08;0.18072;CINZA;670;;0;
138;MT;85623;B;23;0;;2.19138;762.29;0.22455;ROSA;697;;0;
136;MT;85623;B;23;0;;2.19138;762.29;0.22455;CINZA;698;;0;
167;MT;85623;B;23;0;;2.19138;762.29;0.22455;AZUL;695;;0;
171;MT;85623;B;23;0;;2.19138;762.29;0.22455;AMARELA;696;;0;
14;LC;85624;B;18;0;;2.82827;599.75;0.16061;AMARELA;692;;0;0.0
10;LC;85624;B;18;0;;2.82827;599.75;0.16061;AZUL;691;;0;0.0
19;LC;85624;B;18;0;;2.82827;599.75;0.16061;ROSA;694;;0;1.0
30;LC;85624;B;18;0;;2.82827;599.75;0.16061;BRANCA;693;;0;1.0
27;LC;85624;B;18;0;;2.82827;599.75;0.16061;AMARELA;692;;0;1.0
24;LC;85624;B;18;0;;2.82827;599.75;0.16061;AZUL;691;;0;1.0
30;LC;85624;B;18;0;;2.82827;599.75;0.16061;ROSA;694;;0;0.0
27;LC;85624;B;18;0;;2.82827;599.75;0.16061;BRANCA;693;;0;0.0
73;CH;85725;E;8;0;;3.33206;621.01;0.14522;LARANJA;654;;1;
73;CH;85725;E;8;0;;3.33206;621.01;0.14522;LARANJA - BRAILE;653;;1;
76;CH;85725;E;8;0;;3.33206;621.01;0.14522;BRANCA;649;;0;
85;CH;85725;E;8;0;;3.33206;621.01;0.14522;AMARELA;648;;0;
60;CH;85725;E;8;0;;3.33206;621.01;0.14522;AZUL;647;;0;
73;CH;85725;E;8;0;;3.33206;621.01;0.14522;ROSA;650;;0;
73;CH;85725;E;8;0;;3.33206;621.01;0.14522;LARANJA;614;;1;
73;CH;85725;E;8;0;;3.33206;621.01;0.14522;LARANJA - BRAILE;613;;1;
76;CH;85725;E;8;0;;3.33206;621.01;0.14522;BRANCA;609;;0;
85;CH;85725;E;8;0;;3.33206;621.01;0.14522;AMARELA;608;;0;
60;CH;85725;E;8;0;;3.33206;621.01;0.14522;AZUL;607;;0;
73;CH;85725;E;8;0;;3.33206;621.01;0.14522;ROSA;610;;0;
63;CH;85750;B;8;0;;2.19829;512.45;0.17271;ROSA;690;;0;
52;CH;85750;B;8;0;;2.19829;512.45;0.17271;BRANCA;689;;0;
81;CH;85750;B;8;0;;2.19829;512.45;0.17271;AZUL;687;;0;
61;CH;85750;B;8;0;;2.19829;512.45;0.17271;AMARELA;688;;0;
56;CH;85751;C;20;0;;1.07333;672.67;0.21738;ROSA;610;;0;
56;CH;85751;C;20;0;;1.07333;672.67;0.21738;LARANJA;654;;1;
56;CH;85751;C;20;0;;1.07333;672.67;0.21738;LARANJA - BRAILE;653;;1;
63;CH;85751;C;20;0;;1.07333;672.67;0.21738;BRANCA;649;;0;
51;CH;85751;C;20;0;;1.07333;672.67;0.21738;AMARELA;648;;0;
76;CH;85751;C;20;0;;1.07333;672.67;0.21738;AZUL;647;;0;
56;CH;85751;C;20;0;;1.07333;672.67;0.21738;ROSA;650;;0;
56;CH;85751;C;20;0;;1.07333;672.67;0.21738;LARANJA;614;;1;
56;CH;85751;C;20;0;;1.07333;672.67;0.21738;LARANJA - BRAILE;613;;1;
63;CH;85751;C;20;0;;1.07333;672.67;0.21738;BRANCA;609;;0;
51;CH;85751;C;20;0;;1.07333;672.67;0.21738;AMARELA;608;;0;
76;CH;85751;C;20;0;;1.07333;672.67;0.21738;AZUL;607;;0;
86;CH;85765;C;22;0;;3.70191;662.51;0.23271;LARANJA;654;;1;
89;CH;85765;C;22;0;;3.70191;662.51;0.23271;BRANCA;649;;0;
64;CH;85765;C;22;0;;3.70191;662.51;0.23271;AMARELA;648;;0;
86;CH;85765;C;22;0;;3.70191;662.51;0.23271;ROSA;650;;0;
67;CH;85765;C;22;0;;3.70191;662.51;0.23271;AZUL;647;;0;
86;CH;85765;C;22;0;;3.70191;662.51;0.23271;LARANJA;614;;1;
86;CH;85765;C;22;0;;3.70191;662.51;0.23271;LARANJA - BRAILE;613;;1;
89;CH;85765;C;22;0;;3.70191;662.51;0.23271;BRANCA;609;;0;
64;CH;85765;C;22;0;;3.70191;662.51;0.23271;AMARELA;608;;0;
67;CH;85765;C;22;0;;3.70191;662.51;0.23271;AZUL;607;;0;
86;CH;85765;C;22;0;;3.70191;662.51;0.23271;ROSA;610;;0;
86;CH;85765;C;22;0;;3.70191;662.51;0.23271;LARANJA - BRAILE;653;;1;
141;MT;85793;A;19;0;;2.94722;706.57;0.12112;CINZA;590;;0;
152;MT;85793;A;19;0;;2.94722;706.57;0.12112;AZUL;587;;0;
169;MT;85793;A;19;0;;2.94722;706.57;0.12112;ROSA;589;;0;
169;MT;85793;A;19;0;;2.94722;706.57;0.12112;LARANJA - BRAILE;593;;1;
